epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2018-2019,Marco,Sofala,Machanga,n/a,MZ0909,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,2335,467,0,0,0,0,0,0,387,80,0,19,77,0,9542,308,18,6,0,0,0,0,0,0,0,0,0,0,1899,10886,n/a,n/a
2018-2019,Marco,Sofala,Cidade da Beira,n/a,MZ0906,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,436640,87328,0,0,1348,0,123,0,63506,23822,0,103,714,0,13664,2159,587,18,0,0,0,501,0,0,10,0,0,0,8000,25706,n/a,n/a
2018-2019,Marco,Sofala,Dondo,n/a,MZ0907,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,166511,33302,0,0,127,0,38,0,4823,13557,0,58,404,0,61451,1481,0,15,0,0,0,7,0,0,0,0,0,0,8500,22092,n/a,n/a
2018-2019,Marco,Manica,Manica,n/a,MZ0408,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,20,4,0,0,7,0,0,0,0,942,0,16,6,25,2318,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n/a,n/a
2018-2019,Marco,Sofala,Chemba,n/a,MZ0903,n/a,Ciclone,n/a,n/a,n/a,3/16/2019,330,66,0,0,0,0,0,0,0,0,0,0,20,0,2377,46,0,0,0,0,0,0,0,0,0,0,0,0,3142,954,n/a,n/a
2018-2019,Marco,Tete,Cidade de Tete,MZ05,MZ1006,n/a,Depressao tropical,0,FALSE,0,8/3/2019,5051,997,0,0,0,6,6,0,187,844,933,4,0,0,999,0,20,0,0,0,0,0,0,0,0,0,0,0,313,986,n/a,n/a
2018-2019,Marco,Tete,Mutarara,MZ05,MZ1013,n/a,Depressao tropical,0,FALSE,0,6/3/2019,155,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Marco,Tete,Mutarara,MZ05,MZ1013,n/a,Depressao tropical,0,FALSE,0,8/3/2019,3765,753,0,0,0,1,1,0,242,511,0,8,18,0,1562,0,3,0,0,0,0,0,0,0,0,0,0,0,4341,4483,n/a,n/a
2018-2019,Marco,Tete,Doa,MZ05,MZ1007,n/a,Depressao tropical,0,FALSE,0,8/3/2019,7790,1558,0,0,0,0,0,0,0,51,1039,1,2,0,338,0,3,0,0,0,0,0,0,0,0,0,0,0,4217,1004,n/a,n/a
2018-2019,Marco,Tete,Chifunde,MZ05,MZ1004,n/a,Depressao tropical,0,FALSE,0,6/3/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,96,n/a,n/a
2018-2019,Marco,Tete,Moatize,MZ05,MZ1012,n/a,Depressao tropical,0,FALSE,0,8/3/2019,5090,1018,0,0,0,1,1,0,1856,1401,0,27,57,0,8220,0,4,0,0,0,0,0,0,0,0,0,0,0,5899,4719,n/a,n/a
2018-2019,Marco,Tete,Marara,MZ05,MZ1010,n/a,Depressao tropical,0,FALSE,0,6/3/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,n/a,n/a
2018-2019,Marco,Tete,Tsangano,MZ05,MZ1014,n/a,Depressao tropical,0,FALSE,0,6/3/2019,18475,3695,0,0,9,1,1,0,0,3695,0,10,21,0,1437,0,25,0,0,0,0,0,0,0,0,0,0,0,100,197,n/a,n/a
2018-2019,Marco,Tete,Macanga,MZ05,MZ1008,n/a,Depressao tropical,0,FALSE,0,8/3/2019,6460,1292,0,0,11,3,3,0,1109,203,0,8,17,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Marco,Tete,Angonia,MZ05,MZ1001,n/a,Depressao tropical,0,FALSE,0,6/3/2019,7295,1459,0,0,0,2,2,0,0,1459,0,18,51,0,5383,0,11,0,0,0,0,0,0,0,0,0,0,0,70,127,n/a,n/a
2018-2019,Marco,Tete,Changara,MZ05,MZ1003,n/a,Depressao tropical,0,FALSE,0,8/3/2019,640,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,251,n/a,n/a
2018-2019,Marco,Zambezia,Chinde,MZ04,MZ1102,n/a,Depressao tropical,0,FALSE,0,6/3/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Marco,Sofala,Buzi,n/a,MZ0901,n/a,Ciclone,n/a,n/a,n/a,3/16/2019,154332,30867,0,0,0,0,108,0,0,0,13600,13,609,0,42023,984,0,13,0,0,0,0,0,0,0,0,0,0,58337,29632,n/a,n/a
2018-2019,Marco,Sofala,Muanza,n/a,MZ0912,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,36525,7305,0,0,4,0,1,0,0,0,0,0,195,0,11395,316,0,6,0,0,0,0,0,0,0,0,0,0,682,4408,n/a,n/a
2018-2019,Marco,Sofala,Nhamatanda,n/a,MZ0913,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,273676,54409,0,0,118,0,133,0,19070,20271,0,105,535,0,71746,1479,122,17,0,0,0,5,0,0,0,0,0,60,113252,35294,n/a,n/a
2018-2019,Marco,Sofala,Cheringoma,n/a,MZ0904,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,7060,1412,0,0,0,0,0,0,1221,191,39,5,6,0,352,8,0,2,0,0,0,0,0,0,0,0,0,0,2439,4315,n/a,n/a
2018-2019,Marco,Sofala,Caia,n/a,MZ0902,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,12040,2408,0,0,0,0,0,0,0,169,89,0,23,0,2431,46,0,0,0,0,0,0,0,0,0,0,0,0,25251,22255,n/a,n/a
2018-2019,Marco,Sofala,Chibabava,n/a,MZ0905,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,3975,791,0,0,0,0,0,0,59,632,0,20,45,0,6927,142,0,0,0,0,0,0,0,0,0,0,0,0,3604,20102,n/a,n/a
2018-2019,Marco,Sofala,Gorongosa,n/a,MZ0908,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,28460,5692,0,0,0,0,0,0,0,2176,0,17,61,0,12895,234,0,0,0,0,0,0,0,0,0,0,0,0,14448,21161,n/a,n/a
2018-2019,Marco,Inhambane,Inhassoro,n/a,MZ0306,n/a,Ciclone,n/a,n/a,n/a,3/14/2019,155,31,0,0,1,0,0,0,7,3,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,n/a,n/a
2018-2019,Marco,Sofala,Maringue,n/a,MZ0910,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,26900,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,16575,n/a,n/a
2018-2019,Marco,Sofala,Marromeu,n/a,MZ0911,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,41810,8362,0,0,0,0,0,0,0,0,0,0,24,0,2383,29,0,0,0,0,0,0,0,0,0,0,0,0,3421,23568,n/a,n/a
2018-2019,Marco,Tete,Chiuta,n/a,MZ1005,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,700,n/a,n/a
2018-2019,Marco,Tete,Maravia,n/a,MZ1011,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,309,n/a,n/a
2018-2019,Marco,Tete,Magoe,n/a,MZ1009,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,292,n/a,n/a
2018-2019,Marco,Tete,Zumbu,n/a,MZ1015,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,264,n/a,n/a
2018-2019,Marco,Manica,Machaze,n/a,MZ0406,n/a,Ciclone,n/a,n/a,n/a,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,5,3,12,991,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Palma,n/a,MZ0116,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,60,12,0,0,1,0,0,0,8,4,0,3,2,3,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Ibo,n/a,MZ0105,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,15000,4600,0,0,0,0,0,0,4600,0,0,11,30,3,3266,109,0,2,0,0,0,198,0,0,0,0,0,0,127,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,25,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,0,0,0,0,0,0,0,0,0,0,0,4,8,0,800,4,1,0,0,0,0,15,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Montepuez,n/a,MZ0111,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,1630,326,0,0,0,0,0,0,326,10,0,1,1,2,300,2,0,0,0,0,0,1,0,0,0,0,0,0,997,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Metuge,n/a,MZ0109,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,7260,1452,0,0,1,0,0,364,678,774,0,4,1,8,1050,18,1,0,0,0,0,16,0,0,0,0,0,0,12793,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Muidumbe,n/a,MZ0113,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,16994,3399,0,0,2,0,0,5825,2953,446,0,7,19,0,2850,123,3,2,0,0,0,23,0,0,0,0,0,2,1738,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Mecufi,n/a,MZ0107,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,1645,329,0,0,1,0,0,0,0,8,319,1,0,1,300,3,0,1,0,0,0,16,0,0,0,0,0,0,4500,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Quissanga,n/a,MZ0118,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,21154,4231,0,0,43,0,1,0,440,290,245,25,32,57,7171,210,80,5,0,0,0,301,0,0,0,0,0,0,4131,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Mueda,n/a,MZ0112,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,25680,5136,0,0,7,0,0,196,3952,69,0,2,16,7,2300,31,3,0,0,0,0,0,0,0,0,0,0,1,500,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Meluco,n/a,MZ0108,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,5451,1090,0,0,0,0,0,0,1655,449,0,14,50,3,200,4,0,2,0,0,0,3,0,0,0,0,0,0,3465,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Namuno,n/a,MZ0114,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Mocimboa da Praia,n/a,MZ0110,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,420,84,0,0,0,0,0,0,69,15,0,1,1,1,148,2,0,0,0,0,0,0,0,0,0,0,0,0,7907,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Balama,n/a,MZ0102,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,935,187,0,0,1,0,0,0,167,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,45,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,10,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Pemba,n/a,MZ0117,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,85,17,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Ancuabe,n/a,MZ0101,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,7515,1503,0,0,0,0,0,0,945,558,268,20,10,37,4700,52,4,0,0,0,0,0,0,0,0,0,0,0,6162,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Nangade,n/a,MZ0115,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,3545,356,0,0,0,0,0,2679,355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Macomia,n/a,MZ0106,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,85225,18938,0,0,26,0,33,0,5578,10001,0,28,115,31,14908,274,10,5,0,0,0,327,0,0,0,0,0,0,8700,0,n/a,n/a
2018-2019,Abril,Cabo Delgado,Chiure,n/a,MZ0103,n/a,Ciclone,n/a,n/a,n/a,4/25/2019,24435,4887,0,0,9,0,0,6,1425,3000,462,26,15,24,3201,59,21,0,0,0,0,1,0,0,0,0,0,0,1079,0,n/a,n/a
2018-2019,Abril,Nampula,Erati,n/a,MZ0703,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/27/2019,18771,3974,0,0,1,0,2,0,2710,1240,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Nacaroa,n/a,MZ0721,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/27/2019,3109,824,0,0,2,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Meconta,n/a,MZ0709,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,370,74,0,0,0,0,0,0,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Muecate,n/a,MZ0717,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,1760,352,0,0,0,0,0,0,86,266,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Monapo,n/a,MZ0715,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Mogovolas,n/a,MZ0713,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/29/2019,460,92,0,0,0,0,0,0,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Cidade de Nampula,n/a,MZ0702,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/29/2019,155,31,0,0,0,0,0,0,18,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Memba,n/a,MZ0711,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,10090,2061,0,0,0,0,2,0,1107,954,0,0,0,0,0,0,14,0,0,0,0,0,0,46,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Nacala-A-Velha,n/a,MZ0720,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,1360,272,0,0,0,0,0,0,198,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Mogincual,n/a,MZ0712,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,1265,253,0,0,0,0,0,0,163,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Abril,Nampula,Li̼po,n/a,MZ0707,n/a,Chuvas e ventos fortes,n/a,n/a,n/a,4/28/2019,283,53,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2018-2019,Marco,Tete,Marara,MZ05,MZ1010,,Depressao tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,,n/a
2018-2019,Marco,Tete,Tsangano,MZ05,MZ1014,,Depressao tropical,0,FALSE,0,3/6/2019,18475,3695,0,0,9,1,1,0,0,3695,0,10,21,0,1437,0,25,0,0,0,0,0,0,0,0,0,0,0,100,197,,n/a
2018-2019,Marco,Tete,Macanga,MZ05,MZ1008,,Depressao tropical,0,FALSE,0,3/8/2019,6460,1292,0,0,11,3,3,0,1109,203,0,8,17,0,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,n/a
2018-2019,Marco,Tete,Angonia,MZ05,MZ1001,,Depressao tropical,0,FALSE,0,3/6/2019,7295,1459,0,0,0,2,2,0,0,1459,0,18,51,0,5383,0,11,0,0,0,0,0,0,0,0,0,0,0,70,127,,n/a
2018-2019,Marco,Tete,Changara,MZ05,MZ1003,,Depressao tropical,0,FALSE,0,3/8/2019,640,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,251,,n/a
2018-2019,Marco,Zambezia,Chinde,MZ04,MZ1102,,Depressao tropical,0,FALSE,0,3/6/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,n/a
2018-2019,Marco,Sofala,Buzi,,MZ0901,#N/A,Ciclone,,,,3/16/2019,154332,30867,0,0,0,0,108,0,0,0,13600,13,609,0,42023,984,0,13,0,0,0,0,0,0,0,0,0,0,58337,29632,,n/a
2018-2019,Marco,Sofala,Muanza,,MZ0912,MZ0712,Ciclone,,,,3/14/2019,36525,7305,0,0,4,0,1,0,0,0,0,0,195,0,11395,316,0,6,0,0,0,0,0,0,0,0,0,0,682,4408,,n/a
2018-2019,Marco,Sofala,Nhamatanda,,MZ0913,MZ0713,Ciclone,,,,3/14/2019,273676,54409,0,0,118,0,133,0,19070,20271,0,105,535,0,71746,1479,122,17,0,0,0,5,0,0,0,0,0,60,113252,35294,,n/a
2018-2019,Marco,Sofala,Cheringoma,,MZ0904,MZ0904,Ciclone,,,,3/14/2019,7060,1412,0,0,0,0,0,0,1221,191,39,5,6,0,352,8,0,2,0,0,0,0,0,0,0,0,0,0,2439,4315,,n/a
2018-2019,Marco,Sofala,Caia,,MZ0902,MZ0703,Ciclone,,,,3/15/2019,12040,2408,0,0,0,0,0,0,0,169,89,0,23,0,2431,46,0,0,0,0,0,0,0,0,0,0,0,0,25251,22255,,n/a
2018-2019,Marco,Sofala,Chibabava,,MZ0905,MZ0905,Ciclone,,,,3/15/2019,3975,791,0,0,0,0,0,0,59,632,0,20,45,0,6927,142,0,0,0,0,0,0,0,0,0,0,0,0,3604,20102,,n/a
2018-2019,Marco,Sofala,Gorongosa,,MZ0908,MZ0708,Ciclone,,,,3/15/2019,28460,5692,0,0,0,0,0,0,0,2176,0,17,61,0,12895,234,0,0,0,0,0,0,0,0,0,0,0,0,14448,21161,,n/a
2018-2019,Marco,Inhambane,Inhassoro,,MZ0306,MZ0306,Ciclone,,,,3/14/2019,155,31,0,0,1,0,0,0,7,3,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,,n/a
2018-2019,Marco,Sofala,Maringue,,MZ0910,MZ0910,Ciclone,,,,3/15/2019,26900,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,16575,,n/a
2018-2019,Marco,Sofala,Marromeu,,MZ0911,MZ0711,Ciclone,,,,3/15/2019,41810,8362,0,0,0,0,0,0,0,0,0,0,24,0,2383,29,0,0,0,0,0,0,0,0,0,0,0,0,3421,23568,,n/a
2018-2019,Marco,Tete,Chiuta,,MZ1005,MZ1005,Ciclone,,,,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,700,,n/a
2018-2019,Marco,Tete,Maravia,,MZ1011,MZ1011,Ciclone,,,,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,309,,n/a
2018-2019,Marco,Tete,Magoe,,MZ1009,MZ0509,Ciclone,,,,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,292,,n/a
2018-2019,Marco,Tete,Zumbu,,MZ1015,MZ0515,Ciclone,,,,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,264,,n/a
2018-2019,Marco,Manica,Machaze,,MZ0406,MZ0406,Ciclone,,,,3/15/2019,0,0,0,0,0,0,0,0,0,0,0,5,3,12,991,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,n/a
